               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,   metrics/Queen_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50,metrics/Queen_mAP_50
                  85,            0.034764,            0.065441,            0.029816,             0.77965,                 0.5,             0.51455,              0.3878,            0.031632,            0.030804,            0.034426,            0.001684,            0.001684,            0.001684,             0.52535,             0.76269,             0.69811,             0.10264,             0.17541,            0.062622,                0.62,             0.97761,             0.95938,             0.12832,              0.3231,            0.078895
                  86,            0.035729,            0.074129,            0.034885,             0.77965,                 0.5,             0.51455,              0.3878,            0.031632,            0.030804,            0.034426,            0.001585,            0.001585,            0.001585,             0.52535,             0.76269,             0.69811,             0.10264,             0.17541,            0.062622,                0.62,             0.97761,             0.95938,             0.12832,              0.3231,            0.078895
                  87,            0.037951,            0.082443,            0.031103,             0.82849,                 0.5,             0.52227,             0.40684,            0.025139,            0.028033,            0.034456,            0.001486,            0.001486,            0.001486,             0.53313,             0.76326,             0.74408,            0.087806,             0.24573,            0.067063,                0.62,             0.97543,               0.995,             0.10982,             0.33759,            0.095769
                  88,            0.035857,            0.052637,             0.03569,             0.82849,                 0.5,             0.52227,             0.40684,            0.025139,            0.028033,            0.034456,            0.001387,            0.001387,            0.001387,             0.53313,             0.76326,             0.74408,            0.087806,             0.24573,            0.067063,                0.62,             0.97543,               0.995,             0.10982,             0.33759,            0.095769
                  89,            0.031972,            0.059729,            0.031013,             0.83062,                 0.5,             0.51754,             0.38175,            0.029273,            0.029435,            0.034427,            0.001288,            0.001288,            0.001288,             0.50812,             0.73025,             0.72788,             0.08608,             0.18519,            0.052977,                0.62,             0.97761,               0.995,             0.10735,             0.32001,            0.085286
                  90,            0.032239,            0.068596,            0.029388,             0.83062,                 0.5,             0.51754,             0.38175,            0.029273,            0.029435,            0.034427,            0.001189,            0.001189,            0.001189,             0.50812,             0.73025,             0.72788,             0.08608,             0.18519,            0.052977,                0.62,             0.97761,               0.995,             0.10735,             0.32001,            0.085286
                  91,            0.035242,            0.083828,            0.030595,             0.82296,                 0.5,             0.52105,             0.40307,            0.022853,            0.027419,            0.034384,             0.00109,             0.00109,             0.00109,             0.51437,             0.72675,             0.77078,            0.084997,             0.25207,            0.069473,             0.64083,             0.97326,               0.995,             0.10266,               0.325,            0.089535
                  92,            0.034274,            0.070418,             0.02956,             0.82296,                 0.5,             0.52105,             0.40307,            0.022853,            0.027419,            0.034384,            0.000991,            0.000991,            0.000991,             0.51437,             0.72675,             0.77078,            0.084997,             0.25207,            0.069473,             0.64083,             0.97326,               0.995,             0.10266,               0.325,            0.089535
                  93,            0.031533,            0.069119,            0.030934,             0.82967,                 0.5,             0.53039,             0.40514,            0.022844,            0.027207,            0.034331,            0.000892,            0.000892,            0.000892,              0.5175,             0.76648,             0.73515,             0.10879,              0.2436,            0.059324,             0.65125,             0.98717,               0.995,             0.12737,             0.33543,            0.086106
                  94,            0.031759,            0.064189,             0.03188,             0.82967,                 0.5,             0.53039,             0.40514,            0.022844,            0.027207,            0.034331,            0.000793,            0.000793,            0.000793,              0.5175,             0.76648,             0.73515,             0.10879,              0.2436,            0.059324,             0.65125,             0.98717,               0.995,             0.12737,             0.33543,            0.086106
                  95,            0.035119,            0.082521,            0.031773,             0.82588,                 0.5,             0.54677,              0.4275,            0.022347,            0.027319,            0.034317,            0.000694,            0.000694,            0.000694,             0.53437,             0.78642,             0.77461,             0.13915,             0.26366,            0.066794,              0.7075,             0.98717,               0.995,             0.16354,             0.34294,            0.084481
                  96,            0.038361,            0.088436,            0.030971,             0.82588,                 0.5,             0.54677,              0.4275,            0.022347,            0.027319,            0.034317,            0.000595,            0.000595,            0.000595,             0.53437,             0.78642,             0.77461,             0.13915,             0.26366,            0.066794,              0.7075,             0.98717,               0.995,             0.16354,             0.34294,            0.084481
                  97,              0.0286,            0.065644,            0.028924,             0.82934,                 0.5,             0.54877,             0.42641,            0.022206,            0.027262,            0.034344,            0.000496,            0.000496,            0.000496,             0.53191,             0.78573,             0.76737,             0.13915,             0.27024,            0.064072,             0.71167,             0.98717,               0.995,             0.16354,             0.35078,            0.084481
                  98,            0.030733,            0.062748,            0.032116,             0.82934,                 0.5,             0.54877,             0.42641,            0.022206,            0.027262,            0.034344,            0.000397,            0.000397,            0.000397,             0.53191,             0.78573,             0.76737,             0.13915,             0.27024,            0.064072,             0.71167,             0.98717,               0.995,             0.16354,             0.35078,            0.084481
                  99,            0.030396,            0.061573,            0.026749,             0.83116,                 0.5,             0.55017,             0.42742,            0.021559,            0.027212,            0.034249,            0.000298,            0.000298,            0.000298,             0.53436,             0.78099,             0.76983,             0.13914,             0.27658,            0.063605,              0.7075,             0.98935,               0.995,             0.16354,             0.36112,            0.084481
