               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,   metrics/Queen_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50,metrics/Queen_mAP_50
                  10,            0.038623,            0.071996,            0.033902,             0.92282,             0.43825,             0.57458,             0.43152,            0.030745,            0.031683,            0.035867,            0.080911,            0.001911,            0.001911,             0.69842,             0.68959,              0.7197,             0.11152,             0.32187,            0.048036,             0.85611,             0.98585,             0.96888,              0.1394,              0.4136,            0.083647
                  11,            0.039776,            0.071656,            0.032153,             0.85413,             0.43905,             0.59427,              0.4341,            0.033604,            0.033725,            0.035704,            0.079072,           0.0020723,           0.0020723,             0.58395,              0.7186,             0.70569,             0.29842,             0.25037,            0.047568,              0.8075,               0.995,             0.98062,             0.34229,             0.35311,            0.087123
                  12,            0.040281,            0.095734,            0.031466,             0.79036,              0.4116,             0.59699,             0.42934,            0.030017,            0.031758,            0.035831,             0.07723,             0.00223,             0.00223,              0.6186,             0.73991,             0.67756,             0.32381,             0.16876,            0.047387,             0.82833,             0.97326,              0.9898,             0.34326,             0.37676,            0.070508
                  13,            0.039331,            0.073876,            0.030398,             0.79698,             0.48782,             0.57326,              0.3661,            0.036968,            0.033914,             0.03583,            0.075384,           0.0023841,           0.0023841,             0.42904,             0.52372,             0.73455,             0.28663,             0.19867,            0.023999,                0.72,             0.97326,             0.99305,             0.34905,             0.36382,            0.040358
                  14,            0.042387,             0.10152,              0.0328,             0.83516,             0.47649,             0.62194,              0.4268,            0.029351,            0.031456,            0.035756,            0.073535,           0.0025346,           0.0025346,             0.64851,             0.64654,              0.6715,             0.35601,             0.20218,            0.036049,               0.945,             0.96258,             0.99381,             0.41762,             0.35949,             0.05313
                  15,            0.043353,             0.07539,            0.034563,             0.84182,             0.48971,              0.6218,             0.43225,            0.039537,             0.03337,            0.035622,            0.071682,           0.0026815,           0.0026815,             0.68284,             0.71503,             0.67681,             0.36331,             0.12559,            0.029907,               0.945,             0.98543,              0.9934,             0.37962,             0.37368,            0.053656
                  16,            0.039905,            0.080993,            0.031362,             0.88777,             0.48215,               0.608,             0.43659,             0.03029,            0.030629,            0.035538,            0.069825,           0.0028248,           0.0028248,             0.62104,             0.66315,             0.67152,             0.32436,             0.29127,            0.048219,             0.84917,             0.97326,               0.995,             0.37833,             0.37113,            0.081084
                  17,            0.040669,            0.071099,            0.036192,             0.80954,             0.44817,             0.59072,             0.39646,            0.036504,            0.032465,            0.035269,            0.067965,           0.0029645,           0.0029645,             0.51322,             0.67659,             0.72354,             0.36005,            0.082514,            0.022847,             0.79361,             0.97543,              0.9942,             0.37962,             0.34957,            0.051872
                  18,            0.042192,            0.079368,            0.032804,             0.85886,             0.45296,             0.58236,             0.34499,            0.034632,            0.029815,            0.035152,            0.066101,           0.0031006,           0.0031006,             0.60992,             0.49457,             0.50211,             0.13508,             0.26367,            0.064585,                0.87,             0.96761,             0.98971,             0.18109,             0.40129,            0.084481
                  19,            0.041889,            0.062909,             0.03222,              0.7982,             0.41842,             0.51376,             0.31724,            0.041889,             0.03307,            0.035086,            0.064233,           0.0032331,           0.0032331,             0.39127,              0.6897,             0.62044,             0.11386,            0.059821,            0.028359,              0.6143,             0.96543,             0.95489,             0.13714,             0.35915,             0.05166
                  20,            0.048645,             0.10369,            0.032459,             0.84739,             0.40548,             0.57319,             0.39204,            0.034639,            0.030746,            0.034885,            0.062362,            0.003362,            0.003362,             0.60641,             0.67079,             0.57978,             0.17989,             0.28785,            0.027529,             0.81643,             0.98717,              0.9946,             0.21972,             0.37248,            0.048733
                  21,            0.044071,             0.08431,            0.032011,             0.83549,             0.39566,             0.56565,              0.3148,            0.048437,            0.033854,            0.034684,            0.060487,           0.0034873,           0.0034873,             0.40545,              0.6202,             0.63177,              0.1059,             0.10028,            0.025221,             0.88786,             0.98326,               0.995,              0.1422,              0.3439,            0.041672
                  22,            0.049334,            0.093914,             0.03246,              0.8371,             0.46974,             0.59569,              0.3699,            0.040672,            0.031978,            0.034481,            0.058609,            0.003609,            0.003609,             0.64218,             0.55088,             0.51606,              0.1901,              0.2248,            0.095399,             0.88786,               0.995,             0.98023,             0.23361,             0.34808,             0.12936
                  23,            0.047714,            0.085099,            0.031578,             0.93398,             0.45144,             0.58914,             0.31423,            0.033775,            0.031393,            0.033997,            0.056727,           0.0037271,           0.0037271,             0.41939,             0.46305,             0.68222,            0.092337,             0.20136,            0.027004,               0.995,               0.995,               0.995,             0.13544,             0.36404,             0.05036
                  24,            0.044719,             0.07299,            0.034364,             0.83305,             0.40838,             0.57545,             0.34048,            0.041362,            0.031578,            0.033952,            0.054842,           0.0038416,           0.0038416,             0.70363,             0.58255,             0.49636,             0.10635,             0.12547,             0.02854,             0.91167,               0.995,             0.97062,             0.13555,             0.37635,            0.063485
                  25,            0.049703,            0.064252,            0.029146,             0.88176,             0.47273,             0.59358,              0.3889,            0.041736,            0.031852,             0.03357,            0.052953,           0.0039525,           0.0039525,             0.69375,             0.72002,             0.68465,             0.09797,             0.10612,            0.030896,               0.995,               0.995,               0.995,             0.12837,             0.38865,            0.059469
                  26,            0.042901,            0.079742,            0.031284,             0.88716,             0.45211,             0.59862,             0.29759,            0.037148,            0.030461,            0.033309,             0.05106,           0.0040598,           0.0040598,             0.55374,             0.46109,             0.44546,             0.10553,              0.1798,            0.039903,               0.995,               0.995,              0.9946,             0.15614,              0.3892,            0.061749
                  27,            0.048387,             0.08592,            0.031678,             0.88716,             0.45211,             0.59862,             0.29759,            0.037148,            0.030461,            0.033309,            0.049163,           0.0041635,           0.0041635,             0.55374,             0.46109,             0.44546,             0.10553,              0.1798,            0.039903,               0.995,               0.995,              0.9946,             0.15614,              0.3892,            0.061749
                  28,            0.045316,            0.055562,            0.033004,             0.84129,             0.44132,             0.58869,             0.34397,            0.051956,            0.032022,            0.033038,            0.047264,           0.0042636,           0.0042636,             0.69753,             0.55463,             0.55332,            0.091736,             0.14241,            0.024198,               0.945,               0.995,               0.995,             0.12591,              0.4143,            0.056907
                  29,            0.049863,            0.064947,            0.029718,             0.82119,             0.44114,              0.5231,             0.23546,            0.040767,            0.031313,            0.032682,             0.04536,           0.0043601,           0.0043601,             0.23833,             0.35235,             0.45337,            0.043813,             0.26233,            0.062595,             0.62125,               0.995,             0.94052,             0.12043,             0.37772,            0.083692
                  30,            0.051959,            0.083591,            0.030868,             0.82119,             0.44114,              0.5231,             0.23546,            0.040767,            0.031313,            0.032682,            0.043453,            0.004453,            0.004453,             0.23833,             0.35235,             0.45337,            0.043813,             0.26233,            0.062595,             0.62125,               0.995,             0.94052,             0.12043,             0.37772,            0.083692
                  31,            0.043681,            0.075361,            0.029168,              0.8496,             0.48552,             0.55416,             0.40262,            0.036233,            0.030822,            0.032397,            0.041542,           0.0045423,           0.0045423,             0.60451,              0.7253,             0.70956,            0.079709,             0.26395,            0.032705,             0.72192,             0.98543,               0.995,            0.098865,             0.43928,            0.084481
                  32,            0.049753,            0.091937,              0.0321,             0.90597,             0.36219,             0.57608,             0.33163,             0.04744,            0.031683,            0.032345,            0.039628,            0.004628,            0.004628,             0.32294,             0.69309,             0.64713,             0.23919,            0.056316,            0.031085,               0.995,               0.995,               0.995,             0.32625,            0.087954,            0.057258
                  33,            0.057434,            0.075315,            0.029553,             0.90597,             0.36219,             0.57608,             0.33163,             0.04744,            0.031683,            0.032345,             0.03771,           0.0047101,           0.0047101,             0.32294,             0.69309,             0.64713,             0.23919,            0.056316,            0.031085,               0.995,               0.995,               0.995,             0.32625,            0.087954,            0.057258
                  34,            0.059038,            0.083434,            0.028816,             0.77418,             0.46245,             0.54023,             0.32286,            0.037998,            0.030627,            0.032212,            0.035789,           0.0047886,           0.0047886,             0.59858,             0.55034,             0.53842,            0.095074,             0.11746,            0.037263,             0.81643,             0.97517,              0.9946,             0.13506,             0.25978,            0.060326
                  35,            0.047954,            0.094943,            0.029921,             0.77971,             0.39091,             0.51008,             0.29492,            0.045088,             0.03121,             0.03198,            0.033863,           0.0048635,           0.0048635,             0.34619,             0.49376,             0.75023,             0.10245,            0.040064,             0.03684,             0.82192,             0.96225,             0.95887,              0.1531,            0.096166,            0.068179
                  36,            0.054313,            0.068362,            0.027563,             0.77971,             0.39091,             0.51008,             0.29492,            0.045088,             0.03121,             0.03198,            0.031935,           0.0049348,           0.0049348,             0.34619,             0.49376,             0.75023,             0.10245,            0.040064,             0.03684,             0.82192,             0.96225,             0.95887,              0.1531,            0.096166,            0.068179
                  37,            0.054692,            0.065042,            0.028939,              0.8667,             0.45008,             0.57273,             0.27206,             0.05145,            0.030408,            0.031742,            0.030003,           0.0050025,           0.0050025,             0.54076,             0.42565,             0.38559,             0.12783,            0.099896,            0.052628,               0.995,             0.95323,             0.98535,              0.1975,             0.22927,            0.076031
                  38,            0.061419,            0.074487,            0.028105,             0.85491,             0.41288,             0.51733,             0.28381,            0.052478,            0.033879,            0.031318,            0.028067,           0.0050666,           0.0050666,             0.50153,             0.53419,             0.45864,             0.12132,            0.067402,            0.019753,             0.81167,              0.9625,             0.92825,             0.17971,             0.17791,            0.043957
                  39,            0.055652,            0.072053,            0.032879,             0.85491,             0.41288,             0.51733,             0.28381,            0.052478,            0.033879,            0.031318,            0.026127,           0.0051271,           0.0051271,             0.50153,             0.53419,             0.45864,             0.12132,            0.067402,            0.019753,             0.81167,              0.9625,             0.92825,             0.17971,             0.17791,            0.043957
                  40,            0.054811,            0.081245,            0.027243,             0.89958,             0.45758,             0.63199,             0.45972,            0.035328,            0.032075,             0.03078,            0.024184,            0.005184,            0.005184,             0.64026,             0.75865,             0.76317,             0.34492,             0.20403,            0.047294,               0.995,             0.99109,               0.995,             0.41878,             0.30893,             0.08314
                  41,             0.05182,            0.075358,            0.027343,             0.87669,             0.41899,              0.6333,             0.31861,            0.048503,            0.034586,            0.030735,            0.022237,           0.0052373,           0.0052373,             0.45018,              0.4367,             0.56135,             0.29151,             0.14086,            0.031081,               0.995,             0.99326,               0.995,             0.51985,             0.24031,            0.056387
                  42,            0.054848,            0.088077,             0.02973,             0.87669,             0.41899,              0.6333,             0.31861,            0.048503,            0.034586,            0.030735,            0.020287,            0.005287,            0.005287,             0.45018,              0.4367,             0.56135,             0.29151,             0.14086,            0.031081,               0.995,             0.99326,               0.995,             0.51985,             0.24031,            0.056387
                  43,            0.056302,            0.069594,             0.02608,             0.92937,             0.37941,             0.62053,             0.33123,            0.041271,            0.033331,            0.030548,            0.018333,           0.0053331,           0.0053331,             0.57198,             0.50881,             0.48585,             0.24362,              0.1201,            0.057038,               0.995,             0.97761,               0.995,                0.38,             0.27532,             0.10027
                  44,            0.046914,            0.074586,            0.028348,             0.92937,             0.37941,             0.62053,             0.33123,            0.041271,            0.033331,            0.030548,            0.016376,           0.0053756,           0.0053756,             0.57198,             0.50881,             0.48585,             0.24362,              0.1201,            0.057038,               0.995,             0.97761,               0.995,                0.38,             0.27532,             0.10027
                  45,            0.048622,            0.067801,            0.029342,             0.86019,             0.40809,             0.59603,             0.36835,            0.048074,            0.032766,            0.030112,            0.014414,           0.0054145,           0.0054145,             0.44178,              0.7365,             0.57903,             0.23334,             0.16051,            0.058972,               0.995,             0.96761,               0.995,             0.30173,             0.24021,            0.076611
                  46,            0.060606,            0.066957,            0.028041,             0.86019,             0.40809,             0.59603,             0.36835,            0.048074,            0.032766,            0.030112,             0.01245,           0.0054498,           0.0054498,             0.44178,              0.7365,             0.57903,             0.23334,             0.16051,            0.058972,               0.995,             0.96761,               0.995,             0.30173,             0.24021,            0.076611
                  47,            0.058755,            0.076733,            0.025602,             0.95815,             0.39345,             0.64788,             0.35051,            0.046882,            0.032274,            0.029823,            0.010482,           0.0054815,           0.0054815,             0.66726,             0.47567,             0.43539,             0.35731,            0.094304,            0.073122,               0.995,             0.97761,               0.995,             0.55056,              0.2362,             0.13294
                  48,            0.054389,            0.066626,             0.02458,             0.95815,             0.39345,             0.64788,             0.35051,            0.046882,            0.032274,            0.029823,           0.0085096,           0.0055096,           0.0055096,             0.66726,             0.47567,             0.43539,             0.35731,            0.094304,            0.073122,               0.995,             0.97761,               0.995,             0.55056,              0.2362,             0.13294
                  49,            0.058562,             0.07635,            0.027333,             0.85189,              0.4445,              0.6513,             0.46967,            0.041478,            0.031466,            0.029281,           0.0065341,           0.0055341,           0.0055341,             0.59636,              0.8006,             0.70728,             0.43328,             0.17232,             0.10818,               0.995,             0.98152,               0.995,             0.54047,             0.26273,             0.13308
                  50,            0.048395,            0.068378,            0.027901,             0.85189,              0.4445,              0.6513,             0.46967,            0.041478,            0.031466,            0.029281,              0.0055,              0.0055,              0.0055,             0.59636,              0.8006,             0.70728,             0.43328,             0.17232,             0.10818,               0.995,             0.98152,               0.995,             0.54047,             0.26273,             0.13308
                  51,            0.054193,             0.11076,            0.029223,             0.90429,             0.44486,             0.65967,             0.49253,             0.04366,            0.031982,            0.029417,              0.0055,              0.0055,              0.0055,             0.70869,             0.71349,             0.79318,             0.51544,             0.16332,            0.061043,               0.995,               0.995,               0.995,             0.64431,             0.23918,            0.089528
                  52,            0.056336,            0.082963,            0.025529,             0.90429,             0.44486,             0.65967,             0.49253,             0.04366,            0.031982,            0.029417,             0.00541,             0.00541,             0.00541,             0.70869,             0.71349,             0.79318,             0.51544,             0.16332,            0.061043,               0.995,               0.995,               0.995,             0.64431,             0.23918,            0.089528
                  53,            0.057781,            0.080159,            0.025973,             0.88333,             0.43843,              0.6453,             0.34797,            0.040205,             0.03196,             0.02937,             0.00532,             0.00532,             0.00532,             0.59037,             0.55538,             0.42184,             0.23699,             0.15027,             0.13296,               0.995,               0.995,               0.995,             0.37083,             0.31216,             0.20378
                  54,            0.049527,            0.081235,            0.028962,             0.88333,             0.43843,              0.6453,             0.34797,            0.040205,             0.03196,             0.02937,             0.00523,             0.00523,             0.00523,             0.59037,             0.55538,             0.42184,             0.23699,             0.15027,             0.13296,               0.995,               0.995,               0.995,             0.37083,             0.31216,             0.20378
                  55,            0.048403,            0.067477,            0.025368,             0.81765,             0.33333,             0.46824,             0.22614,            0.049539,            0.031356,            0.029383,             0.00514,             0.00514,             0.00514,             0.37227,             0.26841,             0.44975,            0.046156,             0.17749,            0.042737,             0.82833,             0.70427,             0.77752,             0.10318,             0.29591,             0.10023
                  56,            0.053234,            0.062412,            0.028161,             0.81765,             0.33333,             0.46824,             0.22614,            0.049539,            0.031356,            0.029383,             0.00505,             0.00505,             0.00505,             0.37227,             0.26841,             0.44975,            0.046156,             0.17749,            0.042737,             0.82833,             0.70427,             0.77752,             0.10318,             0.29591,             0.10023
                  57,            0.053187,            0.063349,            0.027561,             0.82913,             0.38158,             0.60602,              0.3525,             0.03905,            0.031142,            0.029182,             0.00496,             0.00496,             0.00496,             0.36677,             0.61114,             0.55284,             0.18622,             0.13211,             0.26592,             0.71722,             0.99326,             0.98853,              0.2826,             0.27165,             0.38286
                  58,            0.047448,            0.096441,            0.027048,             0.82913,             0.38158,             0.60602,              0.3525,             0.03905,            0.031142,            0.029182,             0.00487,             0.00487,             0.00487,             0.36677,             0.61114,             0.55284,             0.18622,             0.13211,             0.26592,             0.71722,             0.99326,             0.98853,              0.2826,             0.27165,             0.38286
                  59,            0.047076,            0.067055,            0.022723,             0.83525,             0.36742,             0.57902,              0.4033,            0.047738,            0.032678,            0.029117,             0.00478,             0.00478,             0.00478,             0.59614,             0.52051,             0.65215,             0.20411,            0.085559,             0.36136,             0.88786,             0.72771,             0.93376,             0.23549,             0.26801,              0.4213
                  60,            0.051616,            0.090775,            0.026852,             0.83525,             0.36742,             0.57902,              0.4033,            0.047738,            0.032678,            0.029117,             0.00469,             0.00469,             0.00469,             0.59614,             0.52051,             0.65215,             0.20411,            0.085559,             0.36136,             0.88786,             0.72771,             0.93376,             0.23549,             0.26801,              0.4213
                  61,            0.051308,            0.081282,            0.027342,             0.88371,             0.42029,             0.67129,             0.42596,            0.037043,            0.030886,            0.028912,              0.0046,              0.0046,              0.0046,             0.56757,             0.62364,             0.65307,             0.31642,              0.1536,             0.24144,               0.995,             0.96273,               0.995,             0.39602,             0.24298,             0.43599
                  62,            0.046361,            0.054626,            0.026193,             0.88371,             0.42029,             0.67129,             0.42596,            0.037043,            0.030886,            0.028912,             0.00451,             0.00451,             0.00451,             0.56757,             0.62364,             0.65307,             0.31642,              0.1536,             0.24144,               0.995,             0.96273,               0.995,             0.39602,             0.24298,             0.43599
                  63,             0.04447,            0.083857,            0.028267,             0.89017,             0.42176,              0.6967,             0.40849,             0.03878,            0.030457,            0.028529,             0.00442,             0.00442,             0.00442,             0.64665,             0.56418,             0.47128,             0.24912,             0.20289,             0.31682,               0.995,               0.995,               0.995,             0.41333,             0.30145,             0.48042
                  64,            0.045016,            0.084219,            0.025628,             0.89017,             0.42176,              0.6967,             0.40849,             0.03878,            0.030457,            0.028529,             0.00433,             0.00433,             0.00433,             0.64665,             0.56418,             0.47128,             0.24912,             0.20289,             0.31682,               0.995,               0.995,               0.995,             0.41333,             0.30145,             0.48042
                  65,            0.042199,            0.068851,            0.026443,             0.81111,             0.38738,             0.63101,             0.45938,             0.04292,            0.031806,            0.028234,             0.00424,             0.00424,             0.00424,             0.57306,             0.77047,             0.69101,             0.20006,            0.097723,             0.42392,             0.75942,              0.9875,             0.98973,             0.25853,             0.28176,              0.5091
                  66,            0.044424,            0.052295,            0.024886,             0.81111,             0.38738,             0.63101,             0.45938,             0.04292,            0.031806,            0.028234,             0.00415,             0.00415,             0.00415,             0.57306,             0.77047,             0.69101,             0.20006,            0.097723,             0.42392,             0.75942,              0.9875,             0.98973,             0.25853,             0.28176,              0.5091
                  67,            0.047522,            0.079475,            0.026127,             0.83599,             0.38076,             0.61692,              0.3043,            0.036076,            0.030073,             0.02805,             0.00406,             0.00406,             0.00406,             0.33691,             0.45452,             0.52753,             0.17179,              0.1262,             0.20888,               0.795,             0.99167,             0.99233,             0.23239,             0.21888,             0.47123
                  68,            0.045546,            0.072099,            0.024721,             0.83599,             0.38076,             0.61692,              0.3043,            0.036076,            0.030073,             0.02805,             0.00397,             0.00397,             0.00397,             0.33691,             0.45452,             0.52753,             0.17179,              0.1262,             0.20888,               0.795,             0.99167,             0.99233,             0.23239,             0.21888,             0.47123
                  69,            0.044648,             0.06875,            0.023724,             0.91289,             0.44602,             0.68495,             0.52695,            0.029903,            0.029768,            0.028081,             0.00388,             0.00388,             0.00388,               0.796,             0.77029,             0.74025,             0.26595,             0.18284,             0.40636,               0.995,               0.995,               0.995,             0.33686,              0.3184,             0.46946
                  70,            0.033999,            0.051979,            0.025979,             0.91289,             0.44602,             0.68495,             0.52695,            0.029903,            0.029768,            0.028081,             0.00379,             0.00379,             0.00379,               0.796,             0.77029,             0.74025,             0.26595,             0.18284,             0.40636,               0.995,               0.995,               0.995,             0.33686,              0.3184,             0.46946
                  71,            0.033384,            0.060427,            0.024893,             0.88978,             0.43214,             0.66494,             0.52342,            0.029734,            0.028876,            0.027972,              0.0037,              0.0037,              0.0037,             0.79519,             0.79833,             0.76182,              0.3075,             0.23811,             0.23958,               0.995,               0.995,               0.995,             0.35153,              0.3425,              0.3106
                  72,             0.04009,            0.087369,             0.02555,             0.88978,             0.43214,             0.66494,             0.52342,            0.029734,            0.028876,            0.027972,             0.00361,             0.00361,             0.00361,             0.79519,             0.79833,             0.76182,              0.3075,             0.23811,             0.23958,               0.995,               0.995,               0.995,             0.35153,              0.3425,              0.3106
                  73,            0.037956,            0.075038,            0.025632,             0.88808,             0.48609,             0.73854,             0.55773,             0.03353,            0.032063,            0.027799,             0.00352,             0.00352,             0.00352,               0.796,              0.7725,             0.71565,             0.42282,             0.29793,             0.34148,               0.995,               0.995,               0.995,               0.545,             0.52207,              0.3792
                  74,             0.03672,            0.062451,            0.023899,             0.88808,             0.48609,             0.73854,             0.55773,             0.03353,            0.032063,            0.027799,             0.00343,             0.00343,             0.00343,               0.796,              0.7725,             0.71565,             0.42282,             0.29793,             0.34148,               0.995,               0.995,               0.995,               0.545,             0.52207,              0.3792
                  75,            0.037056,            0.070663,            0.024192,             0.88041,             0.48551,             0.68962,             0.49703,            0.029731,            0.030116,            0.027774,             0.00334,             0.00334,             0.00334,             0.78301,             0.70294,             0.62733,             0.34125,              0.2855,             0.24214,               0.995,               0.995,               0.995,             0.37917,             0.39718,             0.37638
                  76,            0.037295,            0.077633,            0.024482,             0.88041,             0.48551,             0.68962,             0.49703,            0.029731,            0.030116,            0.027774,             0.00325,             0.00325,             0.00325,             0.78301,             0.70294,             0.62733,             0.34125,              0.2855,             0.24214,               0.995,               0.995,               0.995,             0.37917,             0.39718,             0.37638
                  77,             0.03561,            0.056508,            0.025368,             0.89975,             0.45462,             0.67163,             0.44749,            0.034545,            0.030614,             0.02776,             0.00316,             0.00316,             0.00316,             0.68389,             0.71294,             0.58225,             0.27154,             0.21963,             0.21469,               0.995,               0.995,               0.995,             0.35274,              0.4309,             0.26116
                  78,            0.038542,            0.071786,            0.023725,             0.89975,             0.45462,             0.67163,             0.44749,            0.034545,            0.030614,             0.02776,             0.00307,             0.00307,             0.00307,             0.68389,             0.71294,             0.58225,             0.27154,             0.21963,             0.21469,               0.995,               0.995,               0.995,             0.35274,              0.4309,             0.26116
                  79,            0.042146,            0.068839,            0.023092,             0.94352,             0.48017,             0.66821,             0.51528,            0.024934,            0.028282,            0.027513,             0.00298,             0.00298,             0.00298,             0.82027,             0.77728,             0.69977,             0.30737,             0.30114,             0.18583,               0.995,               0.995,               0.995,             0.34802,             0.40685,             0.26938
                  80,            0.033774,            0.052585,            0.025545,             0.94352,             0.48017,             0.66821,             0.51528,            0.024934,            0.028282,            0.027513,             0.00289,             0.00289,             0.00289,             0.82027,             0.77728,             0.69977,             0.30737,             0.30114,             0.18583,               0.995,               0.995,               0.995,             0.34802,             0.40685,             0.26938
                  81,            0.033029,            0.053228,            0.022607,             0.92303,             0.47659,             0.66906,             0.45338,            0.030632,            0.028706,            0.027456,              0.0028,              0.0028,              0.0028,             0.72957,             0.71763,             0.56446,             0.26249,             0.22563,             0.22047,               0.995,               0.995,               0.995,             0.33977,             0.42398,             0.26559
                  82,             0.03536,            0.076577,            0.022304,             0.92303,             0.47659,             0.66906,             0.45338,            0.030632,            0.028706,            0.027456,             0.00271,             0.00271,             0.00271,             0.72957,             0.71763,             0.56446,             0.26249,             0.22563,             0.22047,               0.995,               0.995,               0.995,             0.33977,             0.42398,             0.26559
                  83,            0.035733,            0.074371,            0.025834,             0.97006,             0.45939,              0.6485,             0.48572,            0.023942,            0.027246,            0.027379,             0.00262,             0.00262,             0.00262,             0.82419,              0.7008,             0.69495,             0.28733,             0.22896,             0.17807,               0.995,               0.995,              0.9946,             0.32833,             0.31927,              0.2588
                  84,            0.031359,            0.060257,            0.026174,             0.97006,             0.45939,              0.6485,             0.48572,            0.023942,            0.027246,            0.027379,             0.00253,             0.00253,             0.00253,             0.82419,              0.7008,             0.69495,             0.28733,             0.22896,             0.17807,               0.995,               0.995,              0.9946,             0.32833,             0.31927,              0.2588
                  85,            0.030735,             0.05763,            0.021093,             0.90736,             0.46102,             0.65422,             0.47698,            0.029058,            0.029495,            0.027271,             0.00244,             0.00244,             0.00244,             0.87055,             0.78736,             0.47836,              0.2781,             0.22994,             0.21757,               0.995,               0.995,             0.97788,             0.32156,             0.35676,             0.27911
                  86,            0.032043,             0.06616,            0.025249,             0.90736,             0.46102,             0.65422,             0.47698,            0.029058,            0.029495,            0.027271,             0.00235,             0.00235,             0.00235,             0.87055,             0.78736,             0.47836,              0.2781,             0.22994,             0.21757,               0.995,               0.995,             0.97788,             0.32156,             0.35676,             0.27911
